contract_version,schema_version,contract_status,bundle_sha256,top10_members_sha256,signal_date,exec_date,exit_date,feature_as_of_date,feature_snapshot_sha256,promotion_pool_size,top10_count,ts_code,name,industry,stage_transition,top10_selected,promotion_rank,predicted_promotion_probability,big_loss_safety_rank,predicted_big_loss_probability,profit_rank,predicted_profit_probability,promotion_model_status,promotion_model_version,promotion_model_as_of_date,promotion_model_artifact_sha256,promotion_validation_gate_pass_count,promotion_validation_gate_total_count,promotion_validation_gate_score_pct,big_loss_model_status,big_loss_model_version,big_loss_model_as_of_date,big_loss_model_artifact_sha256,big_loss_validation_gate_pass_count,big_loss_validation_gate_total_count,big_loss_validation_gate_score_pct,profit_model_status,profit_model_version,profit_model_as_of_date,profit_model_artifact_sha256,profit_validation_gate_pass_count,profit_validation_gate_total_count,profit_validation_gate_score_pct,p_fill_shadow_rank,p_fill_shadow_probability,p_fill_shadow_status,p_fill_shadow_model_version,p_fill_shadow_model_as_of_date,p_fill_shadow_model_artifact_sha256,p_fill_shadow_snapshot_sha256,p_fill_shadow_validation_gate_pass_count,p_fill_shadow_validation_gate_total_count,p_fill_shadow_validation_gate_score_pct
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,000523.SZ,红棉股份,综合Ⅱ,2→3,1,1,0.7133372528777794,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,603042.SH,华脉科技,通信设备,3→4,1,2,0.6762631258238974,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,002295.SZ,精艺股份,工业金属,2→3,1,3,0.6284551834833919,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,002790.SZ,瑞尔特,家居用品,2→3,1,4,0.5843557812468387,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,002470.SZ,金正大,农化制品,3→4,1,5,0.5782742435687263,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,000978.SZ,桂林旅游,旅游及景,3→4,1,6,0.49043330402522606,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,000759.SZ,中百集团,一般零售,3→4,1,7,0.4804513354497643,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,000930.SZ,中粮科技,农产品加,2→3,1,8,0.4506397979432294,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,600792.SH,云煤能源,焦炭Ⅱ,2→3,1,9,0.4132626749502519,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,e6a39d660117a6a32dc1706cee2a9e1c2088799389053f77c1a2111c6d35a887,70d73d82ec90ed7cc8faa836c10b8bfe16852eb3f0aa0cd1a81ce66add94932a,20260909,20260910,20260911,20260909,0343b6988884522c08699a625c17df33b8bc5397538be998a540ca1a90152a41,14,10,000912.SZ,泸天化,农化制品,2→3,1,10,0.3580195695783028,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,401b47753c30d1c40d88fe7cf3c9c4b397f9493def81cc8c00df90892664caae,,,
