ts_code,trade_time,open,close,high,low,vol,amount
002560.SZ,2026-09-18 09:31:00,7.23,7.16,7.26,7.13,2550000.0,18336654.0
002560.SZ,2026-09-18 09:32:00,7.15,7.24,7.28,7.12,2419017.0,17364382.0
002560.SZ,2026-09-18 09:33:00,7.25,7.21,7.25,7.2,1391680.0,10050435.0
002560.SZ,2026-09-18 09:34:00,7.2,7.24,7.26,7.19,1205342.0,8712954.0
002560.SZ,2026-09-18 09:35:00,7.24,7.23,7.24,7.22,597873.0,4321018.5
002560.SZ,2026-09-18 09:36:00,7.22,7.27,7.3,7.22,1920000.0,13962184.0
002560.SZ,2026-09-18 09:37:00,7.25,7.25,7.27,7.23,959957.0,6955516.5
002560.SZ,2026-09-18 09:38:00,7.25,7.24,7.25,7.22,799500.0,5785009.5
002560.SZ,2026-09-18 09:39:00,7.23,7.25,7.25,7.23,384300.0,2780906.0
002560.SZ,2026-09-18 09:40:00,7.26,7.24,7.27,7.23,849700.0,6165695.0
002560.SZ,2026-09-18 09:41:00,7.23,7.24,7.24,7.23,294400.0,2130248.0
002560.SZ,2026-09-18 09:42:00,7.24,7.35,7.38,7.22,2250000.0,16439568.0
002560.SZ,2026-09-18 09:43:00,7.34,7.49,7.49,7.3,4696698.0,34849964.0
002560.SZ,2026-09-18 09:44:00,7.48,7.41,7.48,7.39,3488500.0,25912702.0
002560.SZ,2026-09-18 09:45:00,7.41,7.46,7.46,7.41,2387240.0,17732756.0
002560.SZ,2026-09-18 09:46:00,7.46,7.52,7.61,7.43,6759540.0,50825268.0
002560.SZ,2026-09-18 09:47:00,7.52,7.49,7.52,7.47,2310000.0,17323850.0
002560.SZ,2026-09-18 09:48:00,7.47,7.45,7.48,7.44,1933700.0,14420496.0
002560.SZ,2026-09-18 09:49:00,7.48,7.76,7.79,7.48,7654485.0,58577020.0
002560.SZ,2026-09-18 09:50:00,7.79,7.74,7.8,7.74,5653575.0,43863956.0
002560.SZ,2026-09-18 09:51:00,7.72,7.57,7.72,7.57,2471200.0,18863620.0
002560.SZ,2026-09-18 09:52:00,7.56,7.5,7.56,7.5,3059200.0,22999516.0
002560.SZ,2026-09-18 09:53:00,7.48,7.51,7.51,7.47,3227500.0,24154800.0
002560.SZ,2026-09-18 09:54:00,7.5,7.47,7.52,7.47,2118240.0,15877026.0
002560.SZ,2026-09-18 09:55:00,7.48,7.52,7.53,7.46,1072400.0,8023951.0
002560.SZ,2026-09-18 09:56:00,7.52,7.49,7.52,7.47,1309940.0,9803216.0
002560.SZ,2026-09-18 09:57:00,7.48,7.43,7.49,7.43,1440120.0,10748035.0
002560.SZ,2026-09-18 09:58:00,7.43,7.41,7.43,7.4,1039900.0,7713928.0
002560.SZ,2026-09-18 09:59:00,7.41,7.46,7.46,7.41,731900.0,5442542.0
002560.SZ,2026-09-18 10:00:00,7.46,7.43,7.46,7.41,842200.0,6259647.0
002560.SZ,2026-09-18 10:01:00,7.43,7.41,7.44,7.4,876000.0,6497053.0
002560.SZ,2026-09-18 10:02:00,7.41,7.42,7.42,7.4,574100.0,4253859.0
002560.SZ,2026-09-18 10:03:00,7.41,7.4,7.42,7.4,554580.0,4110398.0
002560.SZ,2026-09-18 10:04:00,7.41,7.41,7.41,7.4,355600.0,2633491.0
002560.SZ,2026-09-18 10:05:00,7.41,7.42,7.42,7.4,482000.0,3571919.0
002560.SZ,2026-09-18 10:06:00,7.42,7.4,7.42,7.4,625900.0,4639420.0
002560.SZ,2026-09-18 10:07:00,7.41,7.44,7.45,7.4,597640.0,4436394.0
002560.SZ,2026-09-18 10:08:00,7.44,7.42,7.44,7.41,455000.0,3374725.0
002560.SZ,2026-09-18 10:09:00,7.42,7.42,7.42,7.41,259300.0,1923174.0
002560.SZ,2026-09-18 10:10:00,7.42,7.42,7.42,7.41,173700.0,1288488.0
002560.SZ,2026-09-18 10:11:00,7.42,7.41,7.42,7.4,853700.0,6322602.0
002560.SZ,2026-09-18 10:12:00,7.41,7.5,7.51,7.41,1376460.0,10259217.0
002560.SZ,2026-09-18 10:13:00,7.51,7.51,7.53,7.5,1158700.0,8706687.0
002560.SZ,2026-09-18 10:14:00,7.51,7.51,7.52,7.49,1004900.0,7543338.0
002560.SZ,2026-09-18 10:15:00,7.5,7.51,7.51,7.5,384500.0,2886230.0
002560.SZ,2026-09-18 10:16:00,7.51,7.46,7.51,7.45,465100.0,3482678.0
002560.SZ,2026-09-18 10:17:00,7.45,7.46,7.47,7.45,300100.0,2237786.0
002560.SZ,2026-09-18 10:18:00,7.46,7.43,7.46,7.43,261500.0,1947883.0
002560.SZ,2026-09-18 10:19:00,7.44,7.46,7.47,7.43,251180.0,1870734.0
002560.SZ,2026-09-18 10:20:00,7.46,7.44,7.47,7.44,331900.0,2473076.0
002560.SZ,2026-09-18 10:21:00,7.44,7.43,7.44,7.43,134800.0,1002080.0
002560.SZ,2026-09-18 10:22:00,7.44,7.44,7.44,7.43,243800.0,1812901.0
002560.SZ,2026-09-18 10:23:00,7.44,7.42,7.44,7.42,168700.0,1253405.0
002560.SZ,2026-09-18 10:24:00,7.42,7.44,7.44,7.42,113200.0,840875.0
002560.SZ,2026-09-18 10:25:00,7.43,7.43,7.44,7.43,180100.0,1338548.0
002560.SZ,2026-09-18 10:26:00,7.43,7.42,7.44,7.41,450500.0,3343742.0
002560.SZ,2026-09-18 10:27:00,7.41,7.41,7.42,7.41,250700.0,1858416.0
002560.SZ,2026-09-18 10:28:00,7.42,7.41,7.42,7.41,156300.0,1159136.0
002560.SZ,2026-09-18 10:29:00,7.41,7.42,7.42,7.41,176100.0,1305476.0
002560.SZ,2026-09-18 10:30:00,7.42,7.41,7.42,7.4,228200.0,1691489.0
002560.SZ,2026-09-18 10:31:00,7.41,7.41,7.41,7.4,204900.0,1517384.0
002560.SZ,2026-09-18 10:32:00,7.41,7.44,7.44,7.41,174600.0,1295548.0
002560.SZ,2026-09-18 10:33:00,7.44,7.42,7.44,7.42,163500.0,1215502.0
002560.SZ,2026-09-18 10:34:00,7.43,7.42,7.43,7.42,91100.0,676626.0
002560.SZ,2026-09-18 10:35:00,7.42,7.41,7.43,7.4,604600.0,4483477.0
002560.SZ,2026-09-18 10:36:00,7.4,7.38,7.41,7.38,1183500.0,8747292.0
002560.SZ,2026-09-18 10:37:00,7.38,7.39,7.4,7.38,257000.0,1899241.0
002560.SZ,2026-09-18 10:38:00,7.4,7.41,7.42,7.39,227100.0,1681521.0
002560.SZ,2026-09-18 10:39:00,7.41,7.42,7.42,7.4,160200.0,1187052.0
002560.SZ,2026-09-18 10:40:00,7.42,7.42,7.42,7.41,51300.0,380254.0
002560.SZ,2026-09-18 10:41:00,7.42,7.39,7.42,7.39,427000.0,3159656.0
002560.SZ,2026-09-18 10:42:00,7.39,7.39,7.4,7.38,149200.0,1102467.0
002560.SZ,2026-09-18 10:43:00,7.38,7.39,7.39,7.38,85500.0,631468.0
002560.SZ,2026-09-18 10:44:00,7.39,7.37,7.39,7.37,270600.0,1997249.0
002560.SZ,2026-09-18 10:45:00,7.38,7.36,7.38,7.36,277100.0,2041831.0
002560.SZ,2026-09-18 10:46:00,7.36,7.37,7.38,7.36,267700.0,1972816.0
002560.SZ,2026-09-18 10:47:00,7.37,7.38,7.38,7.37,108000.0,796325.0
