exec_date,ts_code,name,weight,target_rank,backup_rank,ev_pred
20260818,600127.SH,金健米业,0.0,,1,-0.0016346880386240688
20260818,600613.SH,神奇制药,0.0,,2,-0.0016540802726990166
20260818,001358.SZ,兴欣新材,0.0,,3,-0.0017950785709998094
20260818,000735.SZ,罗 牛 山,0.0,,4,-0.0024421233225023
20260818,002165.SZ,红 宝 丽,0.0,,5,-0.0025286557167510876
20260818,002907.SZ,华森制药,0.0,,6,-0.0025716206985051462
20260818,600206.SH,有研新材,0.0,,7,-0.0025905666947440044
20260818,603110.SH,东方材料,0.0,,8,-0.00276683896893783
20260818,603285.SH,键邦股份,0.0,,9,-0.002911765882518383
20260818,600330.SH,天通股份,0.0,,10,-0.003187615993637501
20260818,600172.SH,黄河旋风,0.0,,11,-0.0033552347836604945
20260818,002578.SZ,闽发铝业,0.0,,12,-0.003985843509721835
20260818,002787.SZ,华源控股,0.0,,13,-0.004143776839790159
20260818,605179.SH,一鸣食品,0.0,,14,-0.004168145824887668
20260818,603703.SH,盛洋科技,0.0,,15,-0.004172068475055234
20260818,000670.SZ,盈方微,0.0,,16,-0.004212047161701812
20260818,603082.SH,北自科技,0.0,,17,-0.00449119623669334
20260818,605162.SH,新中港,0.0,,18,-0.00449650258309948
20260818,603458.SH,勘设股份,0.0,,19,-0.00481353762576974
20260818,001229.SZ,魅视科技,0.0,,20,-0.004825711606465272
20260818,000551.SZ,创元科技,0.0,,21,-0.0048589343779251535
20260818,002651.SZ,利君股份,0.0,,22,-0.005119706599178084
20260818,600860.SH,京城股份,0.0,,23,-0.005144029933268303
20260818,002229.SZ,鸿博股份,0.0,,24,-0.0051819853292305006
20260818,603002.SH,宏昌电子,0.0,,25,-0.0053270943147057746
20260818,603067.SH,振华股份,0.0,,26,-0.00568544382725249
20260818,603095.SH,越剑智能,0.0,,27,-0.005949684131348365
20260818,002436.SZ,兴森科技,0.0,,28,-0.00598172142299786
20260818,603011.SH,合锻智能,0.0,,29,-0.006057732920429781
20260818,001356.SZ,富岭股份,0.0,,30,-0.0062483308039096895
20260818,603079.SH,圣达生物,0.0,,31,-0.006365356248987599
20260818,000026.SZ,飞亚达,0.0,,32,-0.0064854284091305685
20260818,001207.SZ,联科科技,0.0,,33,-0.006848449727557305
20260818,603286.SH,日盈电子,0.0,,34,-0.0068675853860080075
20260818,002258.SZ,利尔化学,0.0,,35,-0.006942912785805932
20260818,000811.SZ,冰轮环境,0.0,,36,-0.0070301342394629715
20260818,603936.SH,博敏电子,0.0,,37,-0.007097375217714486
20260818,002156.SZ,通富微电,0.0,,38,-0.007182694015956718
20260818,600459.SH,贵研铂业,0.0,,39,-0.007557945660046004
20260818,000737.SZ,北方铜业,0.0,,40,-0.007581379507447084
20260818,603330.SH,天洋新材,0.0,,41,-0.007895407715047386
20260818,002172.SZ,澳洋健康,0.0,,42,-0.008204954351068515
20260818,603773.SH,沃格光电,0.0,,43,-0.008287234158506787
20260818,002478.SZ,常宝股份,0.0,,44,-0.00831814855402786
20260818,603010.SH,万盛股份,0.0,,45,-0.008318291161206602
20260818,603089.SH,正裕工业,0.0,,46,-0.008426118725322505
20260818,603721.SH,中广天择,0.0,,47,-0.008716738815176667
20260818,601700.SH,风范股份,0.0,,48,-0.008979667432506083
20260818,000505.SZ,京粮控股,0.0,,49,-0.008994197666650432
20260818,002448.SZ,中原内配,0.0,,50,-0.00901141675677651
20260818,603395.SH,红四方,0.0,,51,-0.009069725788369804
20260818,605180.SH,华生科技,0.0,,52,-0.009107240608896847
20260818,002820.SZ,桂发祥,0.0,,53,-0.009126555665682186
20260818,600824.SH,益民集团,0.0,,54,-0.00926271064702193
20260818,002289.SZ,宇顺电子,0.0,,55,-0.009510733899474587
20260818,601366.SH,利群股份,0.0,,56,-0.009586924190935747
20260818,600281.SH,华阳新材,0.0,,57,-0.009702720952911003
20260818,603102.SH,百合股份,0.0,,58,-0.009787969940461735
20260818,603580.SH,艾艾精工,0.0,,59,-0.009836154825031793
20260818,003031.SZ,中瓷电子,0.0,,60,-0.010303212951568662
20260818,603118.SH,共进股份,0.0,,61,-0.010483418251806487
20260818,002476.SZ,新叶股份,0.0,,62,-0.01052754764236006
20260818,600222.SH,太龙药业,0.0,,63,-0.010705725298191329
20260818,603958.SH,哈森股份,0.0,,64,-0.010937925874053884
20260818,603880.SH,南卫股份,0.0,,65,-0.01101155689098143
20260818,603657.SH,春光科技,0.0,,66,-0.011104999271263481
20260818,603389.SH,亚振家居,0.0,,67,-0.011159134468712592
20260818,000520.SZ,凤凰航运,0.0,,68,-0.0112129775974541
20260818,603530.SH,神马电力,0.0,,69,-0.01128591034813076
20260818,002469.SZ,三维化学,0.0,,70,-0.01132282966803213
20260818,603823.SH,百合花,0.0,,71,-0.011358863570925836
20260818,605060.SH,联德股份,0.0,,72,-0.011399945271601132
20260818,603186.SH,华正新材,0.0,,73,-0.011482387712254015
20260818,001318.SZ,阳光乳业,0.0,,74,-0.01158476374759839
20260818,600545.SH,卓郎智能,0.0,,75,-0.011639831179583551
20260818,002742.SZ,冀衡医药,0.0,,76,-0.011746065965029563
20260818,000779.SZ,甘咨询,0.0,,77,-0.011763758269174435
20260818,600313.SH,农发种业,0.0,,78,-0.01185100125625737
20260818,002668.SZ,TCL智家,0.0,,79,-0.012130344002961785
20260818,002863.SZ,今飞凯达,0.0,,80,-0.012228015571983466
20260818,002682.SZ,龙洲股份,0.0,,81,-0.012697620335167002
20260818,600353.SH,旭光电子,0.0,,82,-0.012733279122432006
