ts_code,name,industry,stage_transition,promotion_rank,predicted_promotion_probability,research_fill_proxy_score,research_conditional_profit_score,research_joint_proxy_score,source_executable_profit_research_rank,internal_shadow_order,internal_shadow_selected,shadow_slot,shadow_max_price,shadow_price_basis,shadow_price_source_sha256
600354.SH,敦煌种业,种植业,2→3,8,0.476840504773589,0.9334354238329579,0.40718330135015846,0.38007931747348817,1,1,1,1,9.53,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
002564.SZ,天沃科技,专用设备,2→3,10,0.4054840958594313,0.9384011378639145,0.3834216448212976,0.35980330778195935,2,2,1,2,5.42,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
000735.SZ,罗 牛 山,养殖业,2→3,7,0.4835910877103446,0.9188166494985085,0.375450433786333,0.3449701096243201,3,3,0,,6.74,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
002403.SZ,爱仕达,小家电,3→4,3,0.571421147495161,0.9700042995749077,0.3441695088871175,0.3338459034030884,4,4,0,,12.41,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
000428.SZ,华天酒店,酒店餐饮,2→3,6,0.4895885410450814,0.9580470827058564,0.33574809251234855,0.3216624805555115,5,5,0,,5.16,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
000798.SZ,中水渔业,渔业,2→3,9,0.4157293691410183,0.8775911368940006,0.3523140095173224,0.3091876521559907,6,6,0,,11.15,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
001366.SZ,播恩集团,饲料,2→3,4,0.5222910246444709,0.8629008258098301,0.35570059598501724,0.3069343380165201,7,7,0,,15.8,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
600865.SH,百大集团,一般零售,3→4,5,0.5189553714994732,0.8770436326332659,0.34891767688207476,0.306016026822615,8,8,0,,12.49,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
002702.SZ,海欣食品,食品加工,2→3,2,0.6381365579578274,0.7824841661998685,0.3329562596255882,0.26053300119415534,9,9,0,,6.17,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
600108.SH,亚盛集团,种植业,3→4,1,0.7148753690214822,0.6380785759353892,0.33396696101607937,0.21309716289460956,10,10,0,,4.8,D_CLOSE_CONSERVATIVE_CAP,b7ad6a6eb69667b86c5e418d578f3c6bd0c44a90697cd20e44fa595f70fac35e
