ts_code,trade_time,open,close,high,low,vol,amount
600606.SH,2026-09-23 09:31:00,1.53,1.51,1.54,1.5,21006400.0,31966552.0
600606.SH,2026-09-23 09:32:00,1.51,1.52,1.54,1.51,15384500.0,23508282.0
600606.SH,2026-09-23 09:33:00,1.52,1.53,1.53,1.51,6373600.0,9704794.0
600606.SH,2026-09-23 09:34:00,1.53,1.53,1.53,1.52,7391500.0,11307984.0
600606.SH,2026-09-23 09:35:00,1.53,1.51,1.53,1.51,3816100.0,5804544.0
600606.SH,2026-09-23 09:36:00,1.51,1.5,1.51,1.5,9053117.0,13656319.0
600606.SH,2026-09-23 09:37:00,1.51,1.51,1.52,1.5,4787000.0,7225291.0
600606.SH,2026-09-23 09:38:00,1.52,1.53,1.53,1.52,7360334.0,11234206.0
600606.SH,2026-09-23 09:39:00,1.53,1.54,1.55,1.53,20631236.0,31746784.0
600606.SH,2026-09-23 09:40:00,1.54,1.55,1.55,1.53,16344000.0,25243142.0
600606.SH,2026-09-23 09:41:00,1.54,1.55,1.55,1.53,7279100.0,11211833.0
600606.SH,2026-09-23 09:42:00,1.55,1.56,1.56,1.54,7066420.0,10959906.0
600606.SH,2026-09-23 09:43:00,1.56,1.55,1.57,1.54,20445180.0,31807252.0
600606.SH,2026-09-23 09:44:00,1.55,1.57,1.58,1.55,13368200.0,20879776.0
600606.SH,2026-09-23 09:45:00,1.57,1.59,1.6,1.57,21724644.0,34309870.0
600606.SH,2026-09-23 09:46:00,1.58,1.59,1.61,1.58,24223680.0,38734880.0
600606.SH,2026-09-23 09:47:00,1.6,1.61,1.63,1.6,21599800.0,34817624.0
600606.SH,2026-09-23 09:48:00,1.6,1.59,1.61,1.59,11598220.0,18546852.0
600606.SH,2026-09-23 09:49:00,1.58,1.57,1.58,1.56,8388830.0,13219526.0
600606.SH,2026-09-23 09:50:00,1.57,1.59,1.59,1.57,11941300.0,18781640.0
600606.SH,2026-09-23 09:51:00,1.59,1.59,1.59,1.58,7165177.0,11359085.0
600606.SH,2026-09-23 09:52:00,1.59,1.59,1.6,1.59,5752000.0,9164004.0
600606.SH,2026-09-23 09:53:00,1.58,1.6,1.6,1.58,8760400.0,13976153.0
600606.SH,2026-09-23 09:54:00,1.6,1.61,1.62,1.6,12998800.0,20983220.0
600606.SH,2026-09-23 09:55:00,1.62,1.66,1.68,1.62,41063090.0,68022650.0
600606.SH,2026-09-23 09:56:00,1.66,1.67,1.67,1.65,22800714.0,37793704.0
600606.SH,2026-09-23 09:57:00,1.66,1.65,1.66,1.65,10089900.0,16712839.0
600606.SH,2026-09-23 09:58:00,1.65,1.65,1.66,1.64,5871700.0,9670349.0
600606.SH,2026-09-23 09:59:00,1.64,1.64,1.65,1.64,5146100.0,8456933.0
600606.SH,2026-09-23 10:00:00,1.64,1.62,1.64,1.62,7144600.0,11623192.0
600606.SH,2026-09-23 10:01:00,1.62,1.63,1.63,1.61,5475500.0,8878936.0
600606.SH,2026-09-23 10:02:00,1.62,1.63,1.63,1.62,4525400.0,7360717.0
600606.SH,2026-09-23 10:03:00,1.62,1.63,1.63,1.62,3235400.0,5271882.0
600606.SH,2026-09-23 10:04:00,1.63,1.63,1.63,1.62,2551000.0,4143893.0
600606.SH,2026-09-23 10:05:00,1.63,1.63,1.63,1.62,2780793.0,4528536.0
