ts_code,name,industry,stage_transition,promotion_rank,legacy_profit_relative_rank,legacy_profit_raw_score,legacy_profit_relative_percentile,rank_tied,rank_group_size
600108.SH,亚盛集团,种植业,2→3,4,1,0.4092955805113157,1.0,False,1
002403.SZ,爱仕达,小家电,2→3,2,2,0.36292617776911357,0.8333333333333334,False,1
603162.SH,海通发展,航运港口,2→3,6,3,0.3573550764594275,0.6666666666666666,False,1
600865.SH,百大集团,一般零售,2→3,5,4,0.34214955624121546,0.5,False,1
605398.SH,新炬网络,IT服务Ⅱ,2→3,3,5,0.29375035897315294,0.3333333333333333,False,1
605580.SH,恒盛能源,电力,2→3,1,6,0.2890544295450714,0.16666666666666666,False,1
