ts_code,name,industry,stage_transition,promotion_rank,legacy_profit_relative_rank,legacy_profit_raw_score,legacy_profit_relative_percentile,rank_tied,rank_group_size
603230.SH,内蒙新华,出版,3→4,2,1,0.4360000523138257,1.0,False,1
002285.SZ,世联行,房地产服务,3→4,3,2,0.4299826812309834,0.8888888888888888,False,1
600127.SH,金健米业,农产品加,2→3,9,3,0.40425309537125725,0.7777777777777778,False,1
002453.SZ,华软科技,化学制品,2→3,4,4,0.3855460541830399,0.6666666666666666,False,1
603626.SH,科森科技,消费电子,2→3,8,5,0.3705535811789583,0.5555555555555556,False,1
600630.SH,龙头股份,服装家纺,2→3,6,6,0.36549128344647347,0.4444444444444444,False,1
002836.SZ,新宏泽,包装印刷,2→3,7,7,0.36468675042331117,0.3333333333333333,False,1
000504.SZ,南华生物,医疗服务,2→3,5,8,0.3627935676193515,0.2222222222222222,False,1
600448.SH,华纺股份,纺织制造,2→3,1,9,0.34495493505060065,0.1111111111111111,False,1
