ts_code,name,industry,stage_transition,promotion_rank,legacy_profit_relative_rank,legacy_profit_raw_score,legacy_profit_relative_percentile,rank_tied,rank_group_size
600792.SH,云煤能源,焦炭Ⅱ,3→4,5,1,0.4485561034887447,1.0,False,1
002790.SZ,瑞尔特,家居用品,3→4,1,2,0.4342390836611988,0.875,False,1
000565.SZ,渝三峡Ａ,化学制品,2→3,3,3,0.37790359219678415,0.75,False,1
002377.SZ,国创高新,炼化及贸,2→3,2,4,0.3581134579753307,0.625,False,1
600359.SH,新农开发,种植业,2→3,4,5,0.357980701539044,0.5,False,1
603421.SH,鼎信通讯,通信设备,2→3,7,6,0.35693416894153096,0.375,False,1
000993.SZ,闽东电力,电力,2→3,6,7,0.3559921888886564,0.25,False,1
600192.SH,长城电工,电网设备,2→3,8,8,0.3406787113344461,0.125,False,1
